x, y, sigmaxx, sigmaxy, sigmayx, sigmayy,
-24.5924,-6.43926,0.0039699,-0.00132538,-0.00132538,0.0087117,
-24.7208,-6.27602,0.00414952,-0.00184405,-0.00184405,0.0111464,
-24.9266,-6.02586,0.00392883,-0.00125004,-0.00125004,0.00875697,
-25.0467,-5.83637,0.00408736,-0.00172176,-0.00172176,0.0112138,
-25.1911,-5.65521,0.00388626,-0.00116445,-0.00116445,0.00880165,
-25.3342,-5.4805,0.00403036,-0.00159927,-0.00159927,0.0112769,
-25.5006,-5.22104,0.00384773,-0.0010798,-0.0010798,0.00884285,
-25.6177,-5.06247,0.0039747,-0.0014671,-0.0014671,0.011337,
-25.7443,-4.89029,0.00380975,-0.000987404,-0.000987404,0.00888272,
-25.8543,-4.70181,0.00392816,-0.00134564,-0.00134564,0.0113922,
-25.9861,-4.41985,0.00377898,-0.000905102,-0.000905102,0.00891738,
-26.0867,-4.23062,0.00388278,-0.00121268,-0.00121268,0.0114411,
-26.1919,-3.89374,0.00374815,-0.000812319,-0.000812319,0.0089496,
-26.2582,-3.68337,0.00383799,-0.00106239,-0.00106239,0.0114853,
-26.2922,-3.38949,0.00371756,-0.000706446,-0.000706446,0.00897972,
-26.3338,-3.16121,0.00379793,-0.000905551,-0.000905551,0.0115249,
-26.3631,-2.91731,0.00369077,-0.00059756,-0.00059756,0.00900632,
-26.4114,-2.70274,0.00376498,-0.000751721,-0.000751721,0.0115593,
-26.4939,-2.57583,0.00366919,-0.00049241,-0.00049241,0.00902859,
-26.5397,-2.35007,0.00374174,-0.000621653,-0.000621653,0.0115904,
-26.6026,-2.14795,0.00365458,-0.000406771,-0.000406771,0.00904685,
-26.6232,-1.92214,0.00372374,-0.000496746,-0.000496746,0.0116131,
-26.637,-1.63858,0.00364306,-0.00032236,-0.00032236,0.00906036,
-26.6255,-1.43253,0.00370897,-0.000360689,-0.000360689,0.0116264,
-26.639,-1.1831,0.00363349,-0.000227471,-0.000227471,0.00906909,
-26.6599,-0.973074,0.00369885,-0.000223001,-0.000223001,0.0116354,
-26.6828,-0.686464,0.00362722,-0.000132503,-0.000132503,0.0090748,
-26.6635,-0.451887,0.00369343,-7.86058e-05,-7.86058e-05,0.0116391,
-26.6256,-0.106636,0.00362424,-3.23859e-05,-3.23859e-05,0.009077,
-26.5982,0.134621,0.00369372,8.332e-05,8.332e-05,0.0116322,
-26.5825,0.459503,0.00362541,8.14719e-05,8.14719e-05,0.00907278,
-26.5588,0.707593,0.00370124,0.000255363,0.000255363,0.0116191,
-26.5632,1.00071,0.00363175,0.000201383,0.000201383,0.00906397,
-26.5099,1.28413,0.00371618,0.000427989,0.000427989,0.0116022,
-26.4692,1.49828,0.00364314,0.000320052,0.000320052,0.00905184,
-26.4199,1.7069,0.00373729,0.00059213,0.00059213,0.0115815,
-26.3803,1.89138,0.00365848,0.000431292,0.000431292,0.00903678,
-26.3041,2.11787,0.00376084,0.000733437,0.000733437,0.0115622,
-26.2531,2.28718,0.00367481,0.000524447,0.000524447,0.00902247,
-26.1814,2.50847,0.00378611,0.000858436,0.000858436,0.0115391,
-26.1103,2.76589,0.00369223,0.000607287,0.000607287,0.00900599,
-26.0102,2.9837,0.00381678,0.000986791,0.000986791,0.0115048,
-25.906,3.29733,0.00371407,0.000695843,0.000695843,0.00898239,
-25.8147,3.53351,0.00385668,0.0011297,0.0011297,0.0114556,
-25.7169,3.71869,0.00374305,0.00079675,0.00079675,0.00894907,
-25.5934,3.92421,0.00390069,0.0012679,0.0012679,0.0114074,
-25.538,4.07996,0.00377398,0.000891418,0.000891418,0.00891641,
-25.4085,4.27712,0.00394468,0.00139161,0.00139161,0.0113629,
-25.2493,4.51658,0.00380406,0.000974103,0.000974103,0.00888634,
-25.0883,4.71792,0.00399467,0.00151757,0.00151757,0.0113065,
-24.9805,4.91003,0.00383929,0.00106112,0.00106112,0.0088482,
-24.8146,5.10643,0.00404872,0.00164106,0.00164106,0.011246,
-24.6493,5.33816,0.00387714,0.00114605,0.00114605,0.00880754,
-24.4687,5.52526,0.00411064,0.00176922,0.00176922,0.0111741,
-24.2864,5.69457,0.00392106,0.0012355,0.0012355,0.0087591,
-24.1141,5.85923,0.00417605,0.00189301,0.00189301,0.0110993,
-23.947,6.01183,0.00396675,0.00132065,0.00132065,0.00870936,
-23.7892,6.21158,0.00424147,0.00200715,0.00200715,0.0110263,
-23.6391,6.35836,0.00401177,0.00139812,0.00139812,0.00866108,
-23.4789,6.53858,0.00430935,0.00211665,0.00211665,0.0109506,
-23.2512,6.79523,0.00405888,0.00147317,0.00147317,0.00861058,
-23.0436,6.94689,0.00439152,0.00223776,0.00223776,0.0108534,
-22.8382,7.1176,0.00411809,0.00155954,0.00155954,0.00854451,
-22.6124,7.27066,0.00447837,0.00235608,0.00235608,0.010754,
-22.4422,7.39075,0.0041791,0.0016418,0.0016418,0.00847803,
-22.1977,7.54225,0.0045634,0.0024637,0.0024637,0.010659,
-22.0238,7.6843,0.00423758,0.00171506,0.00171506,0.00841533,
-21.8223,7.87728,0.0046506,0.00256563,0.00256563,0.0105593,
-21.6294,8.00122,0.00429827,0.00178546,0.00178546,0.00834913,
-21.4276,8.14537,0.00474351,0.00266621,0.00266621,0.0104528,
-21.2313,8.13916,0.00436368,0.00185583,0.00185583,0.00827767,
-21.0252,8.30509,0.00482278,0.00274708,0.00274708,0.010365,
-20.8629,8.44941,0.00441651,0.00190941,0.00190941,0.00822132,
-20.6018,8.58463,0.00491022,0.00282964,0.00282964,0.0102641,
-20.3516,8.72321,0.00447849,0.00196784,0.00196784,0.00815329,
-20.1412,8.86353,0.00501172,0.00291735,0.00291735,0.0101414,
-19.9637,8.93997,0.00455205,0.00203169,0.00203169,0.00807011,
-19.756,9.06098,0.00511359,0.00300033,0.00300033,0.0100247,
-19.5526,9.11509,0.00462338,0.00208982,0.00208982,0.0079924,
-19.2937,9.24257,0.00521086,0.00307418,0.00307418,0.00991417,
-19.0039,9.33684,0.00469051,0.00214084,0.00214084,0.00791955,
-18.7782,9.42862,0.00532048,0.00314879,0.00314879,0.00978074,
-18.5251,9.52473,0.00476972,0.00219544,0.00219544,0.00782951,
-18.2452,9.57461,0.00543586,0.00322118,0.00322118,0.00964242,
-17.9401,9.70944,0.00485211,0.00224782,0.00224782,0.0077369,
-17.6761,9.82233,0.00556402,0.00329267,0.00329267,0.00948411,
-17.409,9.91875,0.00494512,0.0023009,0.0023009,0.00763026,
-17.142,10.0172,0.0057045,0.00336338,0.00336338,0.00931388,
-16.879,10.1255,0.00504679,0.00235323,0.00235323,0.00751527,
-16.6057,10.2124,0.00585546,0.00343084,0.00343084,0.00913348,
-16.3794,10.2903,0.00515566,0.00240302,0.00240302,0.00739323,
-16.1036,10.378,0.00600665,0.00349083,0.00349083,0.00895683,
-15.9058,10.3575,0.00526287,0.00244648,0.00244648,0.00727477,
-15.6475,10.4297,0.00613987,0.00353738,0.00353738,0.00880275,
-15.4658,10.3839,0.00535433,0.00247924,0.00247924,0.00717423,
-15.1465,10.4296,0.00624907,0.00356966,0.00356966,0.00867322,
-14.8935,10.4706,0.00542813,0.00250206,0.00250206,0.00709153,
-14.6482,10.5029,0.0063662,0.00359383,0.00359383,0.00851973,
-14.4333,10.4492,0.00551481,0.00252289,0.00252289,0.00698807,
-14.1624,10.479,0.00646943,0.00361118,0.00361118,0.00838523,
-13.834,10.6555,0.00558803,0.00253774,0.00253774,0.00690093,
-13.5681,10.7213,0.00661508,0.00362561,0.00362561,0.00818815,
-13.3433,10.7044,0.00570273,0.00255457,0.00255457,0.00676222,
-13.0663,10.7383,0.00676582,0.00363884,0.00363884,0.00799919,
-12.8162,10.8299,0.00581384,0.00256788,0.00256788,0.00663408,
-12.5359,10.8901,0.00693131,0.00364437,0.00364437,0.0077918,
-12.3331,10.8314,0.00593754,0.00257601,0.00257601,0.00649132,
-12.0693,10.869,0.00708387,0.00364314,0.00364314,0.00760414,
-11.8302,10.9305,0.00604706,0.00257834,0.00257834,0.00636612,
-11.5379,10.9594,0.00724244,0.00363108,0.00363108,0.00740441,
-11.3297,10.9584,0.00616514,0.00257367,0.00257367,0.00622907,
-11.0505,10.9066,0.00739771,0.00360968,0.00360968,0.00720668,
-10.754,10.8687,0.00628029,0.00256254,0.00256254,0.00609439,
-10.4907,10.8702,0.00754027,0.0035731,0.0035731,0.00700774,
-10.2736,10.8499,0.00638793,0.00254232,0.00254232,0.0059605,
-10.0219,10.9014,0.00767667,0.00353057,0.00353057,0.00681796,
-9.76447,10.9561,0.00649126,0.00251768,0.00251768,0.00583258,
-9.54092,10.9275,0.00783433,0.00347402,0.00347402,0.0066036,
-9.281,10.9588,0.00661569,0.00248215,0.00248215,0.00568159,
-9.03807,10.9328,0.00799338,0.0034094,0.0034094,0.00639247,
-8.77053,10.9702,0.006738,0.00244074,0.00244074,0.00553522,
-8.53738,10.9196,0.00815384,0.00333016,0.00333016,0.00617554,
-8.41345,10.8207,0.00686288,0.00238874,0.00238874,0.00538388,
-8.16108,10.8292,0.00827041,0.00326529,0.00326529,0.00601796,
-7.77955,10.9042,0.00694562,0.002349,0.002349,0.00528277,
-7.51129,10.9031,0.00841311,0.00315017,0.00315017,0.00579187,
-7.23246,10.8959,0.00706985,0.00226997,0.00226997,0.00511771,
-7.00234,10.919,0.00857331,0.00301528,0.00301528,0.00555319,
